000220a0a7,1
0002ce2217,1
00031cbbe6,1
00035a21d9,0
00042a927a,1
0004315e57,1
0004e1e14e,0
00065f11c7,1
00068fd5dc,0
0006fca4bf,0
00071890c8,1
00078c508d,1
0008244fb3,1
000ac12729,1
000b0559be,0
000b45b7ac,1
000bc94494,0
000bf8ff33,1
000d599743,0
000ddb6229,1
000efde438,1
000f3b9860,1
000f881861,0
001162084a,0
001175d51b,1
00127b29bb,1
00134e091b,0
00140e5d34,0
001566f916,0
00174b3561,1
00177cee3e,0
00184aab1b,1
00184e8b0a,0
00184f3b10,1
0018dea0ba,1
0019a16b6b,0
0019ca361b,1
0019fb86cb,1
001c25b9e3,1
001cef2991,1
001d642f66,1
001dac232d,1
001e840150,1
001f46aa2c,1
0020f90a83,1
00211fcfaa,0
00213be6fb,1
002793e817,0
0027aac018,1
0029d2526b,1
002bc9cb6f,1
002e2b5abb,0
002f8028db,1
00311c0bda,0
003309874c,1
0034573c3d,1
00350b2a7c,1
0035326bbd,0
0037e12239,0
003a0977ad,1
003d60f530,1
003e1e87f7,1
003e89bea3,1
003eff7176,1
003fc67a6a,1
003fef058e,0
004087b6bd,0
0040addc86,0
00419e04ac,0
0041cc521b,1
00432e8431,1
0043b20415,0
004523d7a4,1
004741795f,0
0049b2b0f7,1
004a51cf43,1
004a674bb0,1
004b3d3e4e,1
004b7b9359,0
004bb8195e,1
004ccd0955,1
004de24640,0
004e97dde2,0
005001550e,1
0050223b8f,1
0051d5f4b2,0
0051ef0744,0
005317837d,1
0054cad5c2,1
0054d1c237,0
0056a04a6c,1
005824bec7,1
005a6ad2c9,1
005cd234ce,1
005d74e641,1
005f4e08c1,0
006008c3d6,0
00611bf2a0,0
0061e89efb,0
00625dfc32,1
006316b396,0
00674cdbcd,1
0068b2146c,1
006af08085,0
006ba9bfbe,0
006d884ad6,1
006e43f3ef,0
006f525321,0
007141cc23,1
007172badc,1
007214ae4d,0
007272819b,1
0073728919,0
0073a60dcf,0
0074bdf718,1
007614d972,0
0076512239,1
0076b6c49e,0
007704eb91,1
007832b6bc,0
0078392faa,0
0078a3bb25,0
007c1918a5,0
007df5b273,1
007e05ab17,1
007f454a48,0
007fa9d93c,0
00805cdfbf,0
0080e6b5ed,1
00811b9696,1
0081438483,0
0082388281,1
008447702a,1
0084f550b3,1
0086e92157,1
0087d90c93,1
0088580149,0
00891f585e,0
008977b904,0
0089d33772,0
008a6a83b1,0
008bfb9b29,1
008cb8d420,0
008e353ea9,1
008e7b6098,1
0092db68cc,1
00936bb3d3,1
0094a5f7ba,1
00963d21b0,1
0096686b18,0
0096803ef8,1
0096a2720b,1
0096c29928,1
0096fc894e,1
00975d6856,1
00978ef7ff,1
0099fdab63,0
009a57def8,1
009c20b9f4,0
009d5ea086,1
009e2e2a75,1
009e6bfb62,0
009f1e2591,1
009f43c994,0
00a12da0d4,0
00a3665ed3,1
00a3b1d75b,1
00a3f9fe76,1
00a41a1ae6,0
00a4a5d957,0
00a59c7b38,0
00ab0d3245,1
00ab1569b9,0
00af3c8615,1
00b0fba338,0
00b2278d0d,1
00b398ffd8,1
00b465a1f8,0
00b4a7fca8,1
00b6ba546f,1
00b6d18f4b,1
00b72f2f65,0
00b7b57445,1
00b7d7a6f1,1
00b7e13c1e,0
00b97e47c7,0
00b98c6a8d,1
00baf7f448,1
00bb2ac4b3,0
00bdac4450,1
00bf3c303b,1
00c088e0b5,1
00c60aad5b,1
00c61e1164,1
00c6713569,1
00c732f507,1
00c9aa9e66,1
00ca98d868,0
00caacd556,1
00cabb8ec2,0
00cc24361e,1
00cc9afcdd,0
00ccf17e06,1
00cd11cdae,0
00cf563621,1
00d07592f0,1
00d18141d0,0
00d3ac4237,0
00d3d2673b,0
00d4348627,1
00d4ad4f5c,1
00d5379766,1
00d62d7155,1
00d64bc2a5,1
00d699bda0,0
00d702f3ec,1
00d72f358e,0
00d89f4586,1
00d9a4c5dc,0
00dac46bd1,0
00dc948f81,1
00dce78b7f,0
00dd3dc836,1
00dedd204b,0
00df3ee8b7,1
00df8827b4,1
00e2d67c70,1
00e2e59c2c,0
00e547dd79,0
00e795e292,1
00e9198da1,0
00e99e239a,0
00e9b63ecb,0
00ead36131,1
00ebdd4562,0
00eceaf36c,1
00ed8e1d58,1
00edc9fe43,0
00ef09e94c,0
00ef23859d,0
00f07c8b3f,1
00f0820822,0
00f156b609,1
00f4fa67ee,0
00f526c7dd,1
00f58c3682,1
00f635eb48,0
00f6379859,1
00f6b4df4c,1
00f6cab0d9,1
00f7787220,1
00f8078da7,0
00f8c77166,1
00f8d02ea3,0
00f8ef43f0,1
00fa86ae3e,0
00fb7a8719,1
00fb935f70,0
00fcb262c1,1
00fcfbd31e,1
00feb8fad6,0
00ff68aad6,0
0101dc0498,0
0102e181d1,0
0102e83b94,1
010316536a,1
010365b848,1
01049339f0,0
010686bdf2,1
01074bfe52,0
0107df6f0c,0
01080ccb10,1
010a34a9ae,1
010bda4696,1
01112bbd76,1
01123151c7,1
011578a019,1
0115d182cc,1
0116d738de,1
0117afbbde,1
01181ec7ce,1
011ac66b87,0
011b45ac07,1
011cc8a1d9,1
011dac99e6,1
011e2425fc,1
01200c8104,0
0125e6f880,1
0126d7c0b9,1
012915491e,0
0129c18769,1
012c8e7c25,1
012cdd1675,1
012d3232ea,1
012d584b53,1
012e5221c2,0
01319c3d37,1
0132f36238,1
01336271a8,1
0133b22ecb,1
0135ef3636,1
013698464b,0
0137c65ac5,0
01382fcfec,1
013842c06c,1
0139bc09b8,1
013ab3178c,0
013aee0d77,0
013afc6277,1
013b0cadeb,0
013b37d0a8,1
013e224ffd,0
013ef2118c,0
0140184676,1
0140c55ac2,0
014369b300,0
0143fb891e,0
01440dcc9f,0
0144dead80,0
014565f6d3,0
0146f56d5d,1
014734610d,1
01476eac2e,1
0148b5a5c6,0
0149dc2100,0
0149f9396f,1
014a683119,1
014a967266,1
014b416ffb,0
014bb02270,0
014bfbb8d2,1
01527800e7,1
0153fefaa4,0
01552554c7,0
01553e772b,1
01554cc66c,1
0156bd8cca,0
0156cb919c,1
01592b67fb,1
0159314dc7,1
0159ec25a7,0
015bafe785,1
015c5bdf0f,1
015cd75d60,1
015f754675,1
0161c8005d,0
01642d249f,1
01643d6415,0
016498302f,1
0164a252d4,0
0165e26644,1
01690b36e8,1
0169d49165,0
016a146072,0
016acaa87f,0
016b6d0b12,1
016c68e993,1
0171d82740,0
0171fb858f,1
01742e2209,1
0175146dd5,1
0175c28564,1
0176131751,1
01772675ad,0
017761bbec,1
0177b8eb1c,1
0177d8d284,1
01795c0347,0
01798fefdf,0
0179d07f9d,0
017b4137a0,1
017b672457,0
017be27b6e,0
017f00817e,1
017f88dbcc,1
01801f08d8,1
018078cd11,1
0180a0a3ca,1
0183033120,0
0184e3b1cb,1
01857b49be,1
01863a6ed2,0
0186b2c091,1
0186bb0b79,0
0187288b4f,1
018751fa3d,1
018930cd47,1
0189613149,0
0189d7040b,0
018af945d2,0
018d637fdc,1
018d74e080,1
018e13c70d,0
018e38dacd,1
018eab4dfe,0
018f282fcd,0
0190b5c2db,1
0191012161,0
01910bf96c,0
0191accf67,1
01933940d8,0
0193960a8b,1
01977ca179,1
0199bbdb8f,0
019a1ff66e,0
019a8108c9,0
019b0b267c,1
019b375256,1
019b6fb4fb,1
019c0080c5,0
019d00cd6c,1
019d87f157,0
019da22692,0
019e575836,0
019e642852,1
019eda3967,1
019eeb3cba,0
019f141a72,0
019f3c4669,1
019f3d2c57,1
019fc64768,0
01a036b673,0
01a1e782ae,0
01a24025fd,0
01a2c79562,0
01a3913ed0,1
01a49ecebb,0
01a4b5f5e9,0
01a4ff2cfb,0
01a67a3217,1
01a84eda17,0
01a8fcf7e6,0
01a90cf478,1
01a9bc54a7,0
